event,timestamp,nfInstanceId,nfType,nfStatus,nfLoadLevel,nfCpuUsage
NETWORK FUNCTION LOAD,2024-05-02 17:15:00,INSTANCE-1,AMF,REGISTERED,31.11421729725561,62.403391526368864
NETWORK FUNCTION LOAD,2024-05-02 17:20:00,INSTANCE-1,AMF,REGISTERED,26.524152660491698,60.80335432981232
NETWORK FUNCTION LOAD,2024-05-02 17:25:00,INSTANCE-1,AMF,REGISTERED,29.391614358143066,63.72955251434236
NETWORK FUNCTION LOAD,2024-05-02 17:30:00,INSTANCE-1,AMF,REGISTERED,28.92291783345248,65.93618414947272
NETWORK FUNCTION LOAD,2024-05-02 17:35:00,INSTANCE-1,AMF,REGISTERED,29.240152640079273,70.87215566634598
NETWORK FUNCTION LOAD,2024-05-02 17:40:00,INSTANCE-1,AMF,REGISTERED,30.13235519105789,73.22389653567305
NETWORK FUNCTION LOAD,2024-05-02 17:45:00,INSTANCE-1,AMF,REGISTERED,33.71510251564012,71.19640466717439
NETWORK FUNCTION LOAD,2024-05-02 17:50:00,INSTANCE-1,AMF,REGISTERED,32.701489527003474,69.61490490918068
NETWORK FUNCTION LOAD,2024-05-02 17:55:00,INSTANCE-1,AMF,REGISTERED,33.61394688888997,63.864163182032925
NETWORK FUNCTION LOAD,2024-05-02 18:00:00,INSTANCE-1,AMF,REGISTERED,36.05955417927959,64.15574108747727
NETWORK FUNCTION LOAD,2024-05-02 18:05:00,INSTANCE-1,AMF,REGISTERED,35.19866112666121,73.26486208488433
NETWORK FUNCTION LOAD,2024-05-02 18:10:00,INSTANCE-1,AMF,REGISTERED,36.865934726843506,62.04690324531367
NETWORK FUNCTION LOAD,2024-05-02 18:15:00,INSTANCE-1,AMF,REGISTERED,38.322692596172644,70.81805109627132
NETWORK FUNCTION LOAD,2024-05-02 18:20:00,INSTANCE-1,AMF,REGISTERED,38.89042238289582,75.61669572634932
NETWORK FUNCTION LOAD,2024-05-02 18:25:00,INSTANCE-1,AMF,REGISTERED,41.240711594814556,75.41420928726846
NETWORK FUNCTION LOAD,2024-05-02 18:30:00,INSTANCE-1,AMF,REGISTERED,40.304400311424274,74.5022027713282
NETWORK FUNCTION LOAD,2024-05-02 18:35:00,INSTANCE-1,AMF,REGISTERED,40.937343860321974,67.39393637654824
NETWORK FUNCTION LOAD,2024-05-02 18:40:00,INSTANCE-1,AMF,REGISTERED,38.36443335835095,78.12507610643198
NETWORK FUNCTION LOAD,2024-05-02 18:45:00,INSTANCE-1,AMF,REGISTERED,37.134934637421466,63.601079984116836
NETWORK FUNCTION LOAD,2024-05-02 18:50:00,INSTANCE-1,AMF,REGISTERED,36.49376637502002,61.27213658167643
NETWORK FUNCTION LOAD,2024-05-02 18:55:00,INSTANCE-1,AMF,REGISTERED,35.16712598681953,63.73347066094255
NETWORK FUNCTION LOAD,2024-05-02 19:00:00,INSTANCE-1,AMF,REGISTERED,37.21135694060534,71.73805520069085
NETWORK FUNCTION LOAD,2024-05-02 19:05:00,INSTANCE-1,AMF,REGISTERED,32.22785817529126,75.13859075152558
NETWORK FUNCTION LOAD,2024-05-02 19:10:00,INSTANCE-1,AMF,REGISTERED,29.843681808493148,65.20625070589979
NETWORK FUNCTION LOAD,2024-05-02 19:15:00,INSTANCE-1,AMF,REGISTERED,31.9049599308328,63.48667382113942
NETWORK FUNCTION LOAD,2024-05-02 19:20:00,INSTANCE-1,AMF,REGISTERED,29.483552414634417,64.05486393938368
NETWORK FUNCTION LOAD,2024-05-02 19:25:00,INSTANCE-1,AMF,REGISTERED,26.669183639662812,63.283721208166206
NETWORK FUNCTION LOAD,2024-05-02 19:30:00,INSTANCE-1,AMF,REGISTERED,29.693504502218175,71.34241960329271
NETWORK FUNCTION LOAD,2024-05-02 19:35:00,INSTANCE-1,AMF,REGISTERED,26.817251758994203,63.1333057619905
NETWORK FUNCTION LOAD,2024-05-02 19:40:00,INSTANCE-1,AMF,REGISTERED,29.1668988638503,60.761328420420945
NETWORK FUNCTION LOAD,2024-05-02 19:45:00,INSTANCE-1,AMF,REGISTERED,32.80606011096553,63.31769589414718
NETWORK FUNCTION LOAD,2024-05-02 19:50:00,INSTANCE-1,AMF,REGISTERED,30.543838348465783,72.68522102843949
NETWORK FUNCTION LOAD,2024-05-02 19:55:00,INSTANCE-1,AMF,REGISTERED,33.82843642376897,68.22793399414266
NETWORK FUNCTION LOAD,2024-05-02 20:00:00,INSTANCE-1,AMF,REGISTERED,34.61955725876584,63.815591734782906
NETWORK FUNCTION LOAD,2024-05-02 20:05:00,INSTANCE-1,AMF,REGISTERED,36.30104170598883,67.36484426973644
NETWORK FUNCTION LOAD,2024-05-02 20:10:00,INSTANCE-1,AMF,REGISTERED,40.19794494089733,67.1318345009537
NETWORK FUNCTION LOAD,2024-05-02 20:15:00,INSTANCE-1,AMF,REGISTERED,38.285384941943974,63.29039970416717
NETWORK FUNCTION LOAD,2024-05-02 20:20:00,INSTANCE-1,AMF,REGISTERED,38.30124200637634,67.71133714160041
NETWORK FUNCTION LOAD,2024-05-02 20:25:00,INSTANCE-1,AMF,REGISTERED,40.013331717763506,67.56520636481852
NETWORK FUNCTION LOAD,2024-05-02 20:30:00,INSTANCE-1,AMF,REGISTERED,39.07880430606437,59.17847292605686
NETWORK FUNCTION LOAD,2024-05-02 20:35:00,INSTANCE-1,AMF,REGISTERED,40.98450967665998,60.08909015615324
NETWORK FUNCTION LOAD,2024-05-02 20:40:00,INSTANCE-1,AMF,REGISTERED,37.61021156453583,71.41320917874458
NETWORK FUNCTION LOAD,2024-05-02 20:45:00,INSTANCE-1,AMF,REGISTERED,35.055178669392056,67.7249730534289
NETWORK FUNCTION LOAD,2024-05-02 20:50:00,INSTANCE-1,AMF,REGISTERED,38.129474218075785,64.30766529989467
NETWORK FUNCTION LOAD,2024-05-02 20:55:00,INSTANCE-1,AMF,REGISTERED,36.61686203313149,73.17956620150322
NETWORK FUNCTION LOAD,2024-05-02 21:00:00,INSTANCE-1,AMF,REGISTERED,35.15083522785061,65.68358437305612
NETWORK FUNCTION LOAD,2024-05-02 21:05:00,INSTANCE-1,AMF,REGISTERED,35.24573795438936,68.23105250586492
NETWORK FUNCTION LOAD,2024-05-02 21:10:00,INSTANCE-1,AMF,REGISTERED,32.759387461015194,69.93851211514487
NETWORK FUNCTION LOAD,2024-05-02 21:15:00,INSTANCE-1,AMF,REGISTERED,31.975777243793804,65.55191288758591
NETWORK FUNCTION LOAD,2024-05-02 21:20:00,INSTANCE-1,AMF,REGISTERED,27.03672068505648,61.72302979457611
NETWORK FUNCTION LOAD,2024-05-02 21:25:00,INSTANCE-1,AMF,REGISTERED,29.975588349115412,65.74088750329004
NETWORK FUNCTION LOAD,2024-05-02 21:30:00,INSTANCE-1,AMF,REGISTERED,29.308782900437496,70.9008706848755
NETWORK FUNCTION LOAD,2024-05-02 21:35:00,INSTANCE-1,AMF,REGISTERED,28.692114198056046,65.97998866129241
NETWORK FUNCTION LOAD,2024-05-02 21:40:00,INSTANCE-1,AMF,REGISTERED,30.144056097388034,70.17804589603116
NETWORK FUNCTION LOAD,2024-05-02 21:45:00,INSTANCE-1,AMF,REGISTERED,29.76441467007134,71.02028018902222
NETWORK FUNCTION LOAD,2024-05-02 21:50:00,INSTANCE-1,AMF,REGISTERED,31.255580578048757,73.08952989286385
NETWORK FUNCTION LOAD,2024-05-02 21:55:00,INSTANCE-1,AMF,REGISTERED,34.96815143673721,63.86080024058608
NETWORK FUNCTION LOAD,2024-05-02 22:00:00,INSTANCE-1,AMF,REGISTERED,36.55803105387945,67.56373919473612
NETWORK FUNCTION LOAD,2024-05-02 22:05:00,INSTANCE-1,AMF,REGISTERED,34.15036040076187,70.71878204384113
NETWORK FUNCTION LOAD,2024-05-02 22:10:00,INSTANCE-1,AMF,REGISTERED,35.75160194661824,62.789245713495774
NETWORK FUNCTION LOAD,2024-05-02 22:15:00,INSTANCE-1,AMF,REGISTERED,38.160129629805276,71.64081358014839
NETWORK FUNCTION LOAD,2024-05-02 22:20:00,INSTANCE-1,AMF,REGISTERED,38.1155543730794,67.76172422802014
NETWORK FUNCTION LOAD,2024-05-02 22:25:00,INSTANCE-1,AMF,REGISTERED,42.26098400990635,65.11417310839106
NETWORK FUNCTION LOAD,2024-05-02 22:30:00,INSTANCE-1,AMF,REGISTERED,40.77094158410872,59.736067838267346
NETWORK FUNCTION LOAD,2024-05-02 22:35:00,INSTANCE-1,AMF,REGISTERED,39.507116514017525,57.27647117973561
NETWORK FUNCTION LOAD,2024-05-02 22:40:00,INSTANCE-1,AMF,REGISTERED,39.71643226493666,68.56061467581307
NETWORK FUNCTION LOAD,2024-05-02 22:45:00,INSTANCE-1,AMF,REGISTERED,37.30182322673244,73.22126397343825
NETWORK FUNCTION LOAD,2024-05-02 22:50:00,INSTANCE-1,AMF,REGISTERED,36.847530651403716,63.577141609922535
NETWORK FUNCTION LOAD,2024-05-02 22:55:00,INSTANCE-1,AMF,REGISTERED,35.86759755597016,61.639002561750516
NETWORK FUNCTION LOAD,2024-05-02 23:00:00,INSTANCE-1,AMF,REGISTERED,34.26457619005469,69.1245140112622
NETWORK FUNCTION LOAD,2024-05-02 23:05:00,INSTANCE-1,AMF,REGISTERED,33.45984686232238,61.81238168552578
NETWORK FUNCTION LOAD,2024-05-02 23:10:00,INSTANCE-1,AMF,REGISTERED,29.48274474063564,66.61045060128191
NETWORK FUNCTION LOAD,2024-05-02 23:15:00,INSTANCE-1,AMF,REGISTERED,29.139512954651558,65.00684445725685
NETWORK FUNCTION LOAD,2024-05-02 23:20:00,INSTANCE-1,AMF,REGISTERED,26.084863198331956,72.17877916579553
NETWORK FUNCTION LOAD,2024-05-02 23:25:00,INSTANCE-1,AMF,REGISTERED,30.867740108603037,72.44040234244139
NETWORK FUNCTION LOAD,2024-05-02 23:30:00,INSTANCE-1,AMF,REGISTERED,29.536067733772278,67.75670587565068
NETWORK FUNCTION LOAD,2024-05-02 23:35:00,INSTANCE-1,AMF,REGISTERED,29.789770394953916,66.06257723990623
NETWORK FUNCTION LOAD,2024-05-02 23:40:00,INSTANCE-1,AMF,REGISTERED,29.33962255903262,73.29541944955301
NETWORK FUNCTION LOAD,2024-05-02 23:45:00,INSTANCE-1,AMF,REGISTERED,31.33245912430748,63.33667572906899
NETWORK FUNCTION LOAD,2024-05-02 23:50:00,INSTANCE-1,AMF,REGISTERED,31.403480600408255,64.91945613674905
NETWORK FUNCTION LOAD,2024-05-02 23:55:00,INSTANCE-1,AMF,REGISTERED,32.60360450416787,66.24906939152503
NETWORK FUNCTION LOAD,2024-05-03 00:00:00,INSTANCE-1,AMF,REGISTERED,32.83042921069998,67.32631558810202
NETWORK FUNCTION LOAD,2024-05-03 00:05:00,INSTANCE-1,AMF,REGISTERED,35.96241172035403,62.272127396829084
NETWORK FUNCTION LOAD,2024-05-03 00:10:00,INSTANCE-1,AMF,REGISTERED,35.60942953335764,66.60406688823272
NETWORK FUNCTION LOAD,2024-05-03 00:15:00,INSTANCE-1,AMF,REGISTERED,38.552508677955906,71.36329859671704
NETWORK FUNCTION LOAD,2024-05-03 00:20:00,INSTANCE-1,AMF,REGISTERED,39.13146921962717,71.35141337874087
NETWORK FUNCTION LOAD,2024-05-03 00:25:00,INSTANCE-1,AMF,REGISTERED,39.3166656433684,64.94932543535728
NETWORK FUNCTION LOAD,2024-05-03 00:30:00,INSTANCE-1,AMF,REGISTERED,39.04194784375133,64.94434529921301
NETWORK FUNCTION LOAD,2024-05-03 00:35:00,INSTANCE-1,AMF,REGISTERED,39.25660069409906,68.93644717295034
NETWORK FUNCTION LOAD,2024-05-03 00:40:00,INSTANCE-1,AMF,REGISTERED,39.726738612742714,71.02760765854407
NETWORK FUNCTION LOAD,2024-05-03 00:45:00,INSTANCE-1,AMF,REGISTERED,38.04654092408809,61.168911443303045
NETWORK FUNCTION LOAD,2024-05-03 00:50:00,INSTANCE-1,AMF,REGISTERED,38.294549962502906,68.3916927353693
NETWORK FUNCTION LOAD,2024-05-03 00:55:00,INSTANCE-1,AMF,REGISTERED,35.55927119532484,74.37842238934041
NETWORK FUNCTION LOAD,2024-05-03 01:00:00,INSTANCE-1,AMF,REGISTERED,33.706852070622205,63.25468326918759
NETWORK FUNCTION LOAD,2024-05-03 01:05:00,INSTANCE-1,AMF,REGISTERED,33.613056280605385,67.38024077033066
NETWORK FUNCTION LOAD,2024-05-03 01:10:00,INSTANCE-1,AMF,REGISTERED,32.36285824165276,69.88945261774101
NETWORK FUNCTION LOAD,2024-05-03 01:15:00,INSTANCE-1,AMF,REGISTERED,30.262318209494207,64.20411125079238
NETWORK FUNCTION LOAD,2024-05-03 01:20:00,INSTANCE-1,AMF,REGISTERED,29.549223928407123,65.60956109952393
NETWORK FUNCTION LOAD,2024-05-03 01:25:00,INSTANCE-1,AMF,REGISTERED,29.801981247740876,66.00670756236042
NETWORK FUNCTION LOAD,2024-05-03 01:30:00,INSTANCE-1,AMF,REGISTERED,29.073733966742076,63.50007517171634
NETWORK FUNCTION LOAD,2024-05-03 01:35:00,INSTANCE-1,AMF,REGISTERED,29.881046297315667,67.00157589549758
NETWORK FUNCTION LOAD,2024-05-03 01:40:00,INSTANCE-1,AMF,REGISTERED,30.35259150920306,64.89995424405258
NETWORK FUNCTION LOAD,2024-05-03 01:45:00,INSTANCE-1,AMF,REGISTERED,29.839015478698794,68.33254890801608
NETWORK FUNCTION LOAD,2024-05-03 01:50:00,INSTANCE-1,AMF,REGISTERED,33.49338277660121,67.31307216983078
NETWORK FUNCTION LOAD,2024-05-03 01:55:00,INSTANCE-1,AMF,REGISTERED,31.351302771397155,71.5473628493306
NETWORK FUNCTION LOAD,2024-05-03 02:00:00,INSTANCE-1,AMF,REGISTERED,35.86374011359775,69.98647204184769
NETWORK FUNCTION LOAD,2024-05-03 02:05:00,INSTANCE-1,AMF,REGISTERED,35.68009500102268,73.45289822741509
NETWORK FUNCTION LOAD,2024-05-03 02:10:00,INSTANCE-1,AMF,REGISTERED,36.5904293256724,72.23821528344685
NETWORK FUNCTION LOAD,2024-05-03 02:15:00,INSTANCE-1,AMF,REGISTERED,38.23703141008433,65.10398268101864
NETWORK FUNCTION LOAD,2024-05-03 02:20:00,INSTANCE-1,AMF,REGISTERED,39.39866876217829,69.65715560478371
NETWORK FUNCTION LOAD,2024-05-03 02:25:00,INSTANCE-1,AMF,REGISTERED,39.620478204235866,61.922336215360744
NETWORK FUNCTION LOAD,2024-05-03 02:30:00,INSTANCE-1,AMF,REGISTERED,36.88512685983885,66.2800690786637
NETWORK FUNCTION LOAD,2024-05-03 02:35:00,INSTANCE-1,AMF,REGISTERED,40.775609956054744,70.92416934065032
NETWORK FUNCTION LOAD,2024-05-03 02:40:00,INSTANCE-1,AMF,REGISTERED,40.10881244255379,66.68496794381363
NETWORK FUNCTION LOAD,2024-05-03 02:45:00,INSTANCE-1,AMF,REGISTERED,38.636505965936855,73.13114674680398
NETWORK FUNCTION LOAD,2024-05-03 02:50:00,INSTANCE-1,AMF,REGISTERED,39.51061850864772,70.04387038858788
NETWORK FUNCTION LOAD,2024-05-03 02:55:00,INSTANCE-1,AMF,REGISTERED,35.0260288629525,65.46186141658859
NETWORK FUNCTION LOAD,2024-05-03 03:00:00,INSTANCE-1,AMF,REGISTERED,33.993054516797145,69.55709923670503
NETWORK FUNCTION LOAD,2024-05-03 03:05:00,INSTANCE-1,AMF,REGISTERED,34.332167751327546,62.09628838121279
NETWORK FUNCTION LOAD,2024-05-03 03:10:00,INSTANCE-1,AMF,REGISTERED,31.174361625369198,77.0921287377015
NETWORK FUNCTION LOAD,2024-05-03 03:15:00,INSTANCE-1,AMF,REGISTERED,30.731305679194975,66.88416261876088
NETWORK FUNCTION LOAD,2024-05-03 03:20:00,INSTANCE-1,AMF,REGISTERED,30.630488425315416,76.98878651656149
NETWORK FUNCTION LOAD,2024-05-03 03:25:00,INSTANCE-1,AMF,REGISTERED,29.2412083930871,62.16097583047982
NETWORK FUNCTION LOAD,2024-05-03 03:30:00,INSTANCE-1,AMF,REGISTERED,28.7353711421401,66.71422185345664
NETWORK FUNCTION LOAD,2024-05-03 03:35:00,INSTANCE-1,AMF,REGISTERED,28.175849641203666,75.39409597294289
NETWORK FUNCTION LOAD,2024-05-03 03:40:00,INSTANCE-1,AMF,REGISTERED,30.77911497557535,58.057274804092586
NETWORK FUNCTION LOAD,2024-05-03 03:45:00,INSTANCE-1,AMF,REGISTERED,30.360257022841495,68.98713291190191
NETWORK FUNCTION LOAD,2024-05-03 03:50:00,INSTANCE-1,AMF,REGISTERED,31.766950927378378,64.68037248873048
NETWORK FUNCTION LOAD,2024-05-03 03:55:00,INSTANCE-1,AMF,REGISTERED,31.592661881229375,75.26923015929975
NETWORK FUNCTION LOAD,2024-05-03 04:00:00,INSTANCE-1,AMF,REGISTERED,32.19689107279536,69.79419999795175
NETWORK FUNCTION LOAD,2024-05-03 04:05:00,INSTANCE-1,AMF,REGISTERED,36.05028378989328,68.78289744116736
NETWORK FUNCTION LOAD,2024-05-03 04:10:00,INSTANCE-1,AMF,REGISTERED,34.70203415641376,77.48317411777009
NETWORK FUNCTION LOAD,2024-05-03 04:15:00,INSTANCE-1,AMF,REGISTERED,38.03666881270623,62.1417801719571
NETWORK FUNCTION LOAD,2024-05-03 04:20:00,INSTANCE-1,AMF,REGISTERED,37.12890027061127,72.22677304418342
NETWORK FUNCTION LOAD,2024-05-03 04:25:00,INSTANCE-1,AMF,REGISTERED,42.1432490554252,60.94991579598715
NETWORK FUNCTION LOAD,2024-05-03 04:30:00,INSTANCE-1,AMF,REGISTERED,38.49140863719462,64.73697450536415
NETWORK FUNCTION LOAD,2024-05-03 04:35:00,INSTANCE-1,AMF,REGISTERED,37.14217232641503,64.53737683791138
NETWORK FUNCTION LOAD,2024-05-03 04:40:00,INSTANCE-1,AMF,REGISTERED,40.040084950926634,66.14191959450787
NETWORK FUNCTION LOAD,2024-05-03 04:45:00,INSTANCE-1,AMF,REGISTERED,36.698582772885324,68.24976946001806
NETWORK FUNCTION LOAD,2024-05-03 04:50:00,INSTANCE-1,AMF,REGISTERED,37.83177334962414,67.57551621152793
NETWORK FUNCTION LOAD,2024-05-03 04:55:00,INSTANCE-1,AMF,REGISTERED,37.52294466811948,58.79147254232605
NETWORK FUNCTION LOAD,2024-05-03 05:00:00,INSTANCE-1,AMF,REGISTERED,33.37343952350907,62.98414311587952
NETWORK FUNCTION LOAD,2024-05-03 05:05:00,INSTANCE-1,AMF,REGISTERED,33.44477312282808,68.6366905272696
NETWORK FUNCTION LOAD,2024-05-03 05:10:00,INSTANCE-1,AMF,REGISTERED,31.109008553311693,72.11198751476313
NETWORK FUNCTION LOAD,2024-05-03 05:15:00,INSTANCE-1,AMF,REGISTERED,30.413656135247837,66.26141792570793
NETWORK FUNCTION LOAD,2024-05-03 05:20:00,INSTANCE-1,AMF,REGISTERED,28.814135926210675,67.47465529488171
NETWORK FUNCTION LOAD,2024-05-03 05:25:00,INSTANCE-1,AMF,REGISTERED,29.320603159403873,68.70936242458066
NETWORK FUNCTION LOAD,2024-05-03 05:30:00,INSTANCE-1,AMF,REGISTERED,31.538666561937923,71.54335474257216
NETWORK FUNCTION LOAD,2024-05-03 05:35:00,INSTANCE-1,AMF,REGISTERED,29.947574440091973,67.55975012292103
NETWORK FUNCTION LOAD,2024-05-03 05:40:00,INSTANCE-1,AMF,REGISTERED,30.063515409793265,67.92569425613327
NETWORK FUNCTION LOAD,2024-05-03 05:45:00,INSTANCE-1,AMF,REGISTERED,28.67131073272322,69.35643350290698
NETWORK FUNCTION LOAD,2024-05-03 05:50:00,INSTANCE-1,AMF,REGISTERED,30.46842923892396,64.44830445521816
NETWORK FUNCTION LOAD,2024-05-03 05:55:00,INSTANCE-1,AMF,REGISTERED,31.414072348444464,65.99725471975187
NETWORK FUNCTION LOAD,2024-05-03 06:00:00,INSTANCE-1,AMF,REGISTERED,34.87136920726045,73.80086686675139
NETWORK FUNCTION LOAD,2024-05-03 06:05:00,INSTANCE-1,AMF,REGISTERED,34.77778274638026,71.46877918923641
NETWORK FUNCTION LOAD,2024-05-03 06:10:00,INSTANCE-1,AMF,REGISTERED,36.5846245798854,57.48776508730708
NETWORK FUNCTION LOAD,2024-05-03 06:15:00,INSTANCE-1,AMF,REGISTERED,40.12156640834144,65.32959446257917
NETWORK FUNCTION LOAD,2024-05-03 06:20:00,INSTANCE-1,AMF,REGISTERED,37.448116733329144,65.9860504520121
NETWORK FUNCTION LOAD,2024-05-03 06:25:00,INSTANCE-1,AMF,REGISTERED,40.89703658879974,75.68175787966214
NETWORK FUNCTION LOAD,2024-05-03 06:30:00,INSTANCE-1,AMF,REGISTERED,42.769283760406395,60.03581054259657
NETWORK FUNCTION LOAD,2024-05-03 06:35:00,INSTANCE-1,AMF,REGISTERED,40.27500374215831,71.43373394337291
NETWORK FUNCTION LOAD,2024-05-03 06:40:00,INSTANCE-1,AMF,REGISTERED,38.40723564307618,63.23867118135223
NETWORK FUNCTION LOAD,2024-05-03 06:45:00,INSTANCE-1,AMF,REGISTERED,37.23383741609512,69.90414814700421
NETWORK FUNCTION LOAD,2024-05-03 06:50:00,INSTANCE-1,AMF,REGISTERED,36.515506246877116,67.36085443681871
NETWORK FUNCTION LOAD,2024-05-03 06:55:00,INSTANCE-1,AMF,REGISTERED,34.61312776971891,67.67817751540639
NETWORK FUNCTION LOAD,2024-05-03 07:00:00,INSTANCE-1,AMF,REGISTERED,35.36264547299343,63.09191924359797
NETWORK FUNCTION LOAD,2024-05-03 07:05:00,INSTANCE-1,AMF,REGISTERED,32.68248274962762,64.14076137074281
NETWORK FUNCTION LOAD,2024-05-03 07:10:00,INSTANCE-1,AMF,REGISTERED,31.554813099970794,58.31127132288175
NETWORK FUNCTION LOAD,2024-05-03 07:15:00,INSTANCE-1,AMF,REGISTERED,31.045554822205606,65.88640322763764
NETWORK FUNCTION LOAD,2024-05-03 07:20:00,INSTANCE-1,AMF,REGISTERED,30.695423713313303,77.36393490576957
NETWORK FUNCTION LOAD,2024-05-03 07:25:00,INSTANCE-1,AMF,REGISTERED,29.42585809568346,65.13748480459833
NETWORK FUNCTION LOAD,2024-05-03 07:30:00,INSTANCE-1,AMF,REGISTERED,27.841620529268553,65.12025487497155
NETWORK FUNCTION LOAD,2024-05-03 07:35:00,INSTANCE-1,AMF,REGISTERED,30.108394719497852,78.10692018117365
NETWORK FUNCTION LOAD,2024-05-03 07:40:00,INSTANCE-1,AMF,REGISTERED,29.922788894830234,67.38597193030708
NETWORK FUNCTION LOAD,2024-05-03 07:45:00,INSTANCE-1,AMF,REGISTERED,28.984389472713364,62.76545651821219
NETWORK FUNCTION LOAD,2024-05-03 07:50:00,INSTANCE-1,AMF,REGISTERED,30.211530736704383,54.488559022415565
NETWORK FUNCTION LOAD,2024-05-03 07:55:00,INSTANCE-1,AMF,REGISTERED,34.18037838553181,62.145107250893346
NETWORK FUNCTION LOAD,2024-05-03 08:00:00,INSTANCE-1,AMF,REGISTERED,35.57838576581564,71.53091302195074
NETWORK FUNCTION LOAD,2024-05-03 08:05:00,INSTANCE-1,AMF,REGISTERED,36.86133033372151,66.95409579534339
NETWORK FUNCTION LOAD,2024-05-03 08:10:00,INSTANCE-1,AMF,REGISTERED,35.73023179923627,69.90258152666976
NETWORK FUNCTION LOAD,2024-05-03 08:15:00,INSTANCE-1,AMF,REGISTERED,36.86971866535882,64.26741476297198
NETWORK FUNCTION LOAD,2024-05-03 08:20:00,INSTANCE-1,AMF,REGISTERED,37.979062112635376,69.59159951519104
NETWORK FUNCTION LOAD,2024-05-03 08:25:00,INSTANCE-1,AMF,REGISTERED,39.37872479254801,69.04931831476598
NETWORK FUNCTION LOAD,2024-05-03 08:30:00,INSTANCE-1,AMF,REGISTERED,37.75238160785384,55.2113439330522
NETWORK FUNCTION LOAD,2024-05-03 08:35:00,INSTANCE-1,AMF,REGISTERED,41.40521426672576,68.48380069076431
NETWORK FUNCTION LOAD,2024-05-03 08:40:00,INSTANCE-1,AMF,REGISTERED,36.65098126935125,68.15546807463305
NETWORK FUNCTION LOAD,2024-05-03 08:45:00,INSTANCE-1,AMF,REGISTERED,38.83023188991281,69.4746805425979
NETWORK FUNCTION LOAD,2024-05-03 08:50:00,INSTANCE-1,AMF,REGISTERED,36.871664180791214,64.22533387918986
NETWORK FUNCTION LOAD,2024-05-03 08:55:00,INSTANCE-1,AMF,REGISTERED,34.68280416338871,64.89213087234049
NETWORK FUNCTION LOAD,2024-05-03 09:00:00,INSTANCE-1,AMF,REGISTERED,35.551728195774956,60.03159065517883
NETWORK FUNCTION LOAD,2024-05-03 09:05:00,INSTANCE-1,AMF,REGISTERED,31.689332320164787,61.6672391937695
NETWORK FUNCTION LOAD,2024-05-03 09:10:00,INSTANCE-1,AMF,REGISTERED,31.159544056302085,61.80403230549709
NETWORK FUNCTION LOAD,2024-05-03 09:15:00,INSTANCE-1,AMF,REGISTERED,30.330546041360304,73.72600569744097
NETWORK FUNCTION LOAD,2024-05-03 09:20:00,INSTANCE-1,AMF,REGISTERED,30.371328263728977,70.42750475195152
NETWORK FUNCTION LOAD,2024-05-03 09:25:00,INSTANCE-1,AMF,REGISTERED,30.362908529901567,68.51455691220903
NETWORK FUNCTION LOAD,2024-05-03 09:30:00,INSTANCE-1,AMF,REGISTERED,27.927137072655604,62.49592287655865
NETWORK FUNCTION LOAD,2024-05-03 09:35:00,INSTANCE-1,AMF,REGISTERED,31.41533275541396,57.6101409257649
NETWORK FUNCTION LOAD,2024-05-03 09:40:00,INSTANCE-1,AMF,REGISTERED,31.080984590165116,64.34723283613036
NETWORK FUNCTION LOAD,2024-05-03 09:45:00,INSTANCE-1,AMF,REGISTERED,30.205157008439045,71.47054604260313
NETWORK FUNCTION LOAD,2024-05-03 09:50:00,INSTANCE-1,AMF,REGISTERED,32.07528468737025,64.58550868681819
NETWORK FUNCTION LOAD,2024-05-03 09:55:00,INSTANCE-1,AMF,REGISTERED,32.478119172350794,71.92454128820312
NETWORK FUNCTION LOAD,2024-05-03 10:00:00,INSTANCE-1,AMF,REGISTERED,34.099397732869335,68.4361924434801
NETWORK FUNCTION LOAD,2024-05-03 10:05:00,INSTANCE-1,AMF,REGISTERED,37.09548415562475,66.69396675445418
NETWORK FUNCTION LOAD,2024-05-03 10:10:00,INSTANCE-1,AMF,REGISTERED,35.330998353249484,69.68721748587227
NETWORK FUNCTION LOAD,2024-05-03 10:15:00,INSTANCE-1,AMF,REGISTERED,38.32850553350844,61.71997741038511
NETWORK FUNCTION LOAD,2024-05-03 10:20:00,INSTANCE-1,AMF,REGISTERED,40.81353062444489,67.78459845311265
NETWORK FUNCTION LOAD,2024-05-03 10:25:00,INSTANCE-1,AMF,REGISTERED,38.743276937465176,64.595619189384
NETWORK FUNCTION LOAD,2024-05-03 10:30:00,INSTANCE-1,AMF,REGISTERED,38.1921527555847,62.59259004606612
NETWORK FUNCTION LOAD,2024-05-03 10:35:00,INSTANCE-1,AMF,REGISTERED,40.75680815863063,67.10436653573038
NETWORK FUNCTION LOAD,2024-05-03 10:40:00,INSTANCE-1,AMF,REGISTERED,40.76090569032569,68.81458704607066
NETWORK FUNCTION LOAD,2024-05-03 10:45:00,INSTANCE-1,AMF,REGISTERED,37.28357466445306,68.28193081840861
NETWORK FUNCTION LOAD,2024-05-03 10:50:00,INSTANCE-1,AMF,REGISTERED,37.16636471220088,64.8959493339798
NETWORK FUNCTION LOAD,2024-05-03 10:55:00,INSTANCE-1,AMF,REGISTERED,36.687716165399536,71.24664291973741
NETWORK FUNCTION LOAD,2024-05-03 11:00:00,INSTANCE-1,AMF,REGISTERED,36.02264872000947,73.56070193201496
